timestamp,ref_q_1,cmd_tau_1,state_q_1,state_tau_est_1,ref_q_2,cmd_tau_2,state_q_2,state_tau_est_2
0.4038,0.3144,,,,-1.1678,,,
0.4038,0.3145,,,,-1.168,,,
0.4039,0.3147,,,,-1.1681,,,
0.4039,0.3148,,,,-1.1683,,,
0.4039,0.315,,,,-1.1685,,,
0.4039,0.3151,,,,-1.1687,,,
0.4039,0.3153,,,,-1.1689,,,
0.4039,0.3154,,,,-1.169,,,
0.404,0.3155,,,,-1.1692,,,
0.404,0.3157,,,,-1.1694,,,
0.404,0.3158,,,,-1.1696,,,
0.404,0.316,,,,-1.1698,,,
0.4041,0.3161,,,,-1.1699,,,
0.4041,0.3163,,,,-1.1701,,,
0.4041,0.3164,,,,-1.1703,,,
0.4041,0.3166,,,,-1.1705,,,
0.4041,0.3167,,,,-1.1707,,,
0.4041,0.3168,,,,-1.1708,,,
0.4041,0.317,,,,-1.171,,,
0.4042,0.3171,,,,-1.1712,,,
0.4042,0.3173,,,,-1.1714,,,
0.4042,0.3174,,,,-1.1716,,,
0.4042,0.3176,,,,-1.1718,,,
0.4042,0.3177,,,,-1.1719,,,
0.4043,0.3179,,,,-1.1721,,,
0.4043,0.318,,,,-1.1723,,,
0.4043,0.3182,,,,-1.1725,,,
0.4043,0.3183,,,,-1.1727,,,
0.4043,0.3184,,,,-1.1728,,,
0.4044,0.3186,,,,-1.173,,,
0.4044,0.3187,,,,-1.1732,,,
0.4044,0.3189,,,,-1.1734,,,
0.4044,0.319,,,,-1.1736,,,
0.4044,0.3192,,,,-1.1737,,,
0.4044,0.3193,,,,-1.1739,,,
0.4045,0.3195,,,,-1.1741,,,
0.4045,0.3196,,,,-1.1743,,,
0.4045,0.3197,,,,-1.1745,,,
0.4045,0.3199,,,,-1.1747,,,
0.4046,0.32,,,,-1.1748,,,
0.4046,0.3202,,,,-1.175,,,
0.4046,0.3203,,,,-1.1752,,,
0.4046,0.3205,,,,-1.1754,,,
0.4046,0.3206,,,,-1.1756,,,
0.4047,0.3208,,,,-1.1757,,,
0.4047,0.3209,,,,-1.1759,,,
0.4047,0.3211,,,,-1.1761,,,
0.4047,0.3212,,,,-1.1763,,,
0.4048,0.3213,,,,-1.1765,,,
0.4048,0.3215,,,,-1.1766,,,
0.4048,0.3216,,,,-1.1768,,,
0.4048,0.3218,,,,-1.177,,,
0.4048,0.3219,,,,-1.1772,,,
0.4049,0.3221,,,,-1.1774,,,
0.4049,0.3222,,,,-1.1776,,,
0.4049,0.3224,,,,-1.1777,,,
0.4049,0.3225,,,,-1.1779,,,
0.4049,0.3226,,,,-1.1781,,,
0.405,0.3228,,,,-1.1783,,,
0.405,0.3229,,,,-1.1785,,,
0.405,0.3231,,,,-1.1786,,,
0.405,0.3232,,,,-1.1788,,,
0.4262,0.3234,,,,-1.179,,,
0.4277,0.3235,,,,-1.1792,,,
0.4277,0.3237,,,,-1.1794,,,
0.4278,0.3238,,,,-1.1795,,,
0.4278,0.324,,,,-1.1797,,,
0.4278,0.3241,,,,-1.1799,,,
0.4278,0.3242,,,,-1.1801,,,
0.4278,0.3244,,,,-1.1803,,,
0.4278,0.3245,,,,-1.1805,,,
0.4278,0.3247,,,,-1.1806,,,
0.4278,0.3248,,,,-1.1808,,,
0.4279,0.325,,,,-1.181,,,
0.4279,0.3251,,,,-1.1812,,,
0.4279,0.3253,,,,-1.1814,,,
0.4279,0.3254,,,,-1.1815,,,
0.4279,0.3255,,,,-1.1817,,,
0.4279,0.3257,,,,-1.1819,,,
0.4279,0.3258,,,,-1.1821,,,
0.4279,0.326,,,,-1.1823,,,
0.428,0.3261,,,,-1.1824,,,
0.428,0.3263,,,,-1.1826,,,
0.428,0.3264,,,,-1.1828,,,
0.428,0.3266,,,,-1.183,,,
0.428,0.3267,,,,-1.1832,,,
0.4281,0.3268,,,,-1.1834,,,
0.4281,0.327,,,,-1.1835,,,
0.4281,0.3271,,,,-1.1837,,,
0.4281,0.3273,,,,-1.1839,,,
0.4281,0.3274,,,,-1.1841,,,
0.4281,0.3276,,,,-1.1843,,,
0.4281,0.3277,,,,-1.1844,,,
0.4281,0.3279,,,,-1.1846,,,
0.4282,0.328,,,,-1.1848,,,
0.4282,0.3282,,,,-1.185,,,
0.4282,0.3283,,,,-1.1852,,,
0.4282,0.3284,,,,-1.1853,,,
0.4282,0.3286,,,,-1.1855,,,
0.4282,0.3287,,,,-1.1857,,,
0.4282,0.3289,,,,-1.1859,,,
0.4283,0.329,,,,-1.1861,,,
0.4283,0.3292,,,,-1.1863,,,
0.4283,0.3293,,,,-1.1864,,,
0.4283,0.3295,,,,-1.1866,,,
0.4283,0.3296,,,,-1.1868,,,
0.4284,0.3297,,,,-1.187,,,
0.4284,0.3299,,,,-1.1872,,,
0.4284,0.33,,,,-1.1873,,,
0.4284,0.3302,,,,-1.1875,,,
0.4284,0.3303,,,,-1.1877,,,
0.4284,0.3305,,,,-1.1879,,,
0.4285,0.3306,,,,-1.1881,,,
0.4285,0.3308,,,,-1.1882,,,
0.4285,0.3309,,,,-1.1884,,,
0.4285,0.3311,,,,-1.1886,,,
0.4285,0.3312,,,,-1.1888,,,
0.4286,0.3313,,,,-1.189,,,
0.4286,0.3315,,,,-1.1892,,,
0.4286,0.3316,,,,-1.1893,,,
0.4286,0.3318,,,,-1.1895,,,
0.4286,0.3319,,,,-1.1897,,,
0.4286,0.3321,,,,-1.1899,,,
0.4287,0.3322,,,,-1.1901,,,
0.4287,0.3324,,,,-1.1902,,,
0.4287,0.3325,,,,-1.1904,,,
0.4287,0.3326,,,,-1.1906,,,
0.4287,0.3328,,,,-1.1908,,,
0.4426,0.3329,,,,-1.191,,,
0.4426,0.3331,,,,-1.1911,,,
0.4427,0.3332,,,,-1.1913,,,
0.4427,0.3334,,,,-1.1915,,,
0.4427,0.3335,,,,-1.1917,,,
0.4427,0.3337,,,,-1.1919,,,
0.4431,0.3338,,,,-1.1921,,,
0.4441,0.334,,,,-1.1922,,,
0.4468,0.3341,,,,-1.1924,,,
0.4468,0.3342,,,,-1.1926,,,
0.4496,0.3344,,,,-1.1928,,,
0.4547,0.3345,,,,-1.193,,,
0.4551,0.3347,,,,-1.1931,,,
0.4553,0.3348,,,,-1.1933,,,
0.4586,0.335,,,,-1.1935,,,
0.4606,0.3351,,,,-1.1937,,,
0.4622,0.3353,,,,-1.1939,,,
0.4624,0.3354,,,,-1.194,,,
0.4634,0.3355,,,,-1.1942,,,
0.4652,0.3357,,,,-1.1944,,,
0.4681,0.3358,,,,-1.1946,,,
0.4691,0.336,,,,-1.1948,,,
0.4698,0.3361,,,,-1.195,,,
0.4729,0.3363,,,,-1.1951,,,
0.4733,0.3364,,,,-1.1953,,,
0.4744,0.3366,,,,-1.1955,,,
0.4755,0.3367,,,,-1.1957,,,
0.4763,0.3369,,,,-1.1959,,,
0.4773,0.337,,,,-1.196,,,
0.4783,0.3371,,,,-1.1962,,,
0.4796,0.3373,,,,-1.1964,,,
0.4803,0.3374,,,,-1.1966,,,
0.4813,0.3376,,,,-1.1968,,,
0.4823,0.3377,,,,-1.1969,,,
0.4854,0.3379,,,,-1.1971,,,
0.4855,0.338,,,,-1.1973,,,
0.4892,0.3382,,,,-1.1975,,,
0.4895,0.3383,,,,-1.1977,,,
0.4907,0.3384,,,,-1.1979,,,
0.4917,0.3386,,,,-1.198,,,
0.4924,0.3387,,,,-1.1982,,,
0.4938,0.3389,,,,-1.1984,,,
0.4944,0.339,,,,-1.1986,,,
0.4954,0.3392,,,,-1.1988,,,
0.4964,0.3393,,,,-1.1989,,,
0.499,0.3395,,,,-1.1991,,,
0.5019,0.3396,,,,-1.1993,,,
0.5029,0.3398,,,,-1.1995,,,
0.5033,0.3399,,,,-1.1997,,,
0.5043,0.34,,,,-1.1998,,,
0.5054,0.3402,,,,-1.2,,,
0.5063,0.3403,,,,-1.2002,,,
0.5088,0.3405,,,,-1.2004,,,
0.5088,0.3406,,,,-1.2006,,,
0.5108,0.3408,,,,-1.2008,,,
0.511,0.3409,,,,-1.2009,,,
0.5113,0.3411,,,,-1.2011,,,
0.5144,0.3412,,,,-1.2013,,,
0.5159,0.3413,,,,-1.2015,,,
0.516,0.3415,,,,-1.2017,,,
0.5167,0.3416,,,,-1.2018,,,
0.52,0.3418,,,,-1.202,,,
0.5204,0.3419,,,,-1.2022,,,
0.5226,0.3421,,,,-1.2024,,,
0.5299,0.3422,,,,-1.2026,,,
0.5299,0.3424,,,,-1.2027,,,
0.53,0.3425,,,,-1.2029,,,
0.5336,0.3427,,,,-1.2031,,,
0.5343,0.3428,,,,-1.2033,,,
0.5366,0.3429,,,,-1.2035,,,
0.5371,0.3431,,,,-1.2037,,,
0.5385,0.3432,,,,-1.2038,,,
0.5432,0.3434,,,,-1.204,,,
0.5469,0.3435,,,,-1.2042,,,
0.5474,0.3437,,,,-1.2044,,,
0.5485,0.3438,,,,-1.2046,,,
0.5494,0.344,,,,-1.2047,,,
0.5504,0.3441,,,,-1.2049,,,
0.5522,0.3442,,,,-1.2051,,,
0.5524,0.3444,,,,-1.2053,,,
0.5533,0.3445,,,,-1.2055,,,
0.5562,0.3447,,,,-1.2056,,,
0.5563,0.3448,,,,-1.2058,,,
0.5576,0.345,,,,-1.206,,,
0.5584,0.3451,,,,-1.2062,,,
0.5594,0.3453,,,,-1.2064,,,
0.5603,0.3454,,,,-1.2066,,,
0.5631,0.3455,,,,-1.2067,,,
0.5635,0.3457,,,,-1.2069,,,
0.5644,0.3458,,,,-1.2071,,,
0.5682,0.346,,,,-1.2073,,,
0.5686,0.3461,,,,-1.2075,,,
0.5686,0.3463,,,,-1.2076,,,
0.5711,0.3464,,,,-1.2078,,,
0.5751,0.3466,,,,-1.208,,,
0.5751,0.3467,,,,-1.2082,,,
0.5751,0.3469,,,,-1.2084,,,
0.5751,0.347,,,,-1.2085,,,
0.5752,0.3471,,,,-1.2087,,,
0.5782,0.3473,,,,-1.2089,,,
0.5782,0.3474,,,,-1.2091,,,
0.5782,0.3476,,,,-1.2093,,,
0.5783,0.3477,,,,-1.2095,,,
0.5855,0.3479,,,,-1.2096,,,
0.5855,0.348,,,,-1.2098,,,
0.5855,0.3482,,,,-1.21,,,
0.5855,0.3483,,,,-1.2102,,,
0.5885,0.3484,,,,-1.2104,,,
0.5887,0.3486,,,,-1.2105,,,
0.5893,0.3487,,,,-1.2107,,,
0.5903,0.3489,,,,-1.2109,,,
0.5916,0.349,,,,-1.2111,,,
0.5924,0.3492,,,,-1.2113,,,
0.5962,0.3493,,,,-1.2114,,,
0.5962,0.3495,,,,-1.2116,,,
0.5962,0.3496,,,,-1.2118,,,
0.5972,0.3498,,,,-1.212,,,
0.5973,0.3499,,,,-1.2122,,,
0.5997,0.35,,,,-1.2124,,,
0.5999,0.3502,,,,-1.2125,,,
0.6003,0.3503,,,,-1.2127,,,
0.6013,0.3505,,,,-1.2129,,,
0.6024,0.3506,,,,-1.2131,,,
0.6094,0.3508,,,,-1.2133,,,
0.6094,0.3509,,,,-1.2134,,,
0.6108,0.3511,,,,-1.2136,,,
0.6115,0.3512,,,,-1.2138,,,
0.6123,0.3513,,,,-1.214,,,
0.6133,0.3515,,,,-1.2142,,,
0.6143,0.3516,,,,-1.2143,,,
0.6153,0.3518,,,,-1.2145,,,
0.6191,0.3519,,,,-1.2147,,,
0.6201,0.3521,,,,-1.2149,,,
0.6211,0.3522,,,,-1.2151,,,
0.6215,0.3524,,,,-1.2152,,,
0.6225,0.3525,,,,-1.2154,,,
0.6233,0.3527,,,,-1.2156,,,
0.6279,0.3528,,,,-1.2158,,,
0.628,0.3529,,,,-1.216,,,
0.628,0.3531,,,,-1.2162,,,
0.6284,0.3532,,,,-1.2163,,,
0.6299,0.3534,,,,-1.2165,,,
0.6304,0.3535,,,,-1.2167,,,
0.6313,0.3537,,,,-1.2169,,,
0.633,0.3538,,,,-1.2171,,,
0.6334,0.354,,,,-1.2172,,,
0.6362,0.3541,,,,-1.2174,,,
0.637,0.3542,,,,-1.2176,,,
0.6381,0.3544,,,,-1.2178,,,
0.6391,0.3545,,,,-1.218,,,
0.6399,0.3547,,,,-1.2181,,,
0.641,0.3548,,,,-1.2183,,,
0.6424,0.355,,,,-1.2185,,,
0.6452,0.3551,,,,-1.2187,,,
0.6464,0.3553,,,,-1.2189,,,
0.6467,0.3554,,,,-1.2191,,,
0.6487,0.3556,,,,-1.2192,,,
0.6487,0.3557,,,,-1.2194,,,
0.6504,0.3558,,,,-1.2196,,,
0.6506,0.356,,,,-1.2198,,,
0.6514,0.3561,,,,-1.22,,,
0.6541,0.3563,,,,-1.2201,,,
0.6572,0.3564,,,,-1.2203,,,
0.6587,0.3566,,,,-1.2205,,,
0.6601,0.3567,,,,-1.2207,,,
0.6639,0.3569,,,,-1.2209,,,
0.6644,0.357,,,,-1.221,,,
0.6657,0.3571,,,,-1.2212,,,
0.6667,0.3573,,,,-1.2214,,,
0.6677,0.3574,,,,-1.2216,,,
0.6688,0.3576,,,,-1.2218,,,
0.6709,0.3577,,,,-1.222,,,
0.6714,0.3579,,,,-1.2221,,,
0.6732,0.358,,,,-1.2223,,,
0.6735,0.3582,,,,-1.2225,,,
0.6762,0.3583,,,,-1.2227,,,
0.6775,0.3585,,,,-1.2229,,,
0.6783,0.3586,,,,-1.223,,,
0.6804,0.3587,,,,-1.2232,,,
0.6814,0.3589,,,,-1.2234,,,
0.6838,0.359,,,,-1.2236,,,
0.6848,0.3592,,,,-1.2238,,,
0.6863,0.3593,,,,-1.2239,,,
0.6892,0.3595,,,,-1.2241,,,
0.6896,0.3596,,,,-1.2243,,,
0.6905,0.3598,,,,-1.2245,,,
0.6924,0.3599,,,,-1.2247,,,
0.6927,0.36,,,,-1.2249,,,
0.6935,0.3602,,,,-1.225,,,
0.6987,0.3603,,,,-1.2252,,,
0.6987,0.3605,,,,-1.2254,,,
0.7,0.3606,,,,-1.2256,,,
0.7016,0.3608,,,,-1.2258,,,
0.7038,0.3609,,,,-1.2259,,,
0.7041,0.3611,,,,-1.2261,,,
0.7049,0.3612,,,,-1.2263,,,
0.7091,0.3613,,,,-1.2265,,,
0.7115,0.3615,,,,-1.2267,,,
0.7122,0.3616,,,,-1.2268,,,
0.7137,0.3618,,,,-1.227,,,
0.7203,0.3619,,,,-1.2272,,,
0.7206,0.3621,,,,-1.2274,,,
0.724,0.3622,,,,-1.2276,,,
0.7243,0.3624,,,,-1.2278,,,
0.7255,0.3625,,,,-1.2279,,,
0.7281,0.3627,,,,-1.2281,,,
0.7287,0.3628,,,,-1.2283,,,
0.7295,0.3629,,,,-1.2285,,,
0.7313,0.3631,,,,-1.2287,,,
0.7324,0.3632,,,,-1.2288,,,
0.7334,0.3634,,,,-1.229,,,
0.7344,0.3635,,,,-1.2292,,,
0.7354,0.3637,,,,-1.2294,,,
0.7406,0.3638,,,,-1.2296,,,
0.7406,0.364,,,,-1.2297,,,
0.7406,0.3641,,,,-1.2299,,,
0.7423,0.3642,,,,-1.2301,,,
0.7426,0.3644,,,,-1.2303,,,
0.7435,0.3645,,,,-1.2305,,,
0.7485,0.3647,,,,-1.2307,,,
0.7485,0.3648,,,,-1.2308,,,
0.7485,0.365,,,,-1.231,,,
0.7485,0.3651,,,,-1.2312,,,
0.7493,0.3653,,,,-1.2314,,,
0.7494,0.3654,,,,-1.2316,,,
0.7503,0.3656,,,,-1.2317,,,
0.7513,0.3657,,,,-1.2319,,,
0.7523,0.3658,,,,-1.2321,,,
0.7555,0.366,,,,-1.2323,,,
0.7564,0.3661,,,,-1.2325,,,
0.7575,0.3663,,,,-1.2326,,,
0.7589,0.3664,,,,-1.2328,,,
0.7593,0.3666,,,,-1.233,,,
0.7604,0.3667,,,,-1.2332,,,
0.7613,0.3669,,,,-1.2334,,,
0.7656,0.367,,,,-1.2336,,,
0.7659,0.3671,,,,-1.2337,,,
0.7738,0.3673,,,,-1.2339,,,
0.7748,0.3674,,,,-1.2341,,,
0.7757,0.3676,,,,-1.2343,,,
0.7763,0.3677,,,,-1.2345,,,
0.7806,0.3679,,,,-1.2346,,,
0.7831,0.368,,,,-1.2348,,,
0.7834,0.3682,,,,-1.235,,,
0.7884,0.3683,,,,-1.2352,,,
0.7885,0.3685,,,,-1.2354,,,
0.7912,0.3686,,,,-1.2355,,,
0.7915,0.3687,,,,-1.2357,,,
0.7959,0.3689,,,,-1.2359,,,
0.796,0.369,,,,-1.2361,,,
0.7995,0.3692,,,,-1.2363,,,
0.7997,0.3693,,,,-1.2365,,,
0.8065,0.3695,,,,-1.2366,,,
0.8068,0.3696,,,,-1.2368,,,
0.8077,0.3698,,,,-1.237,,,
0.809,0.3699,,,,-1.2372,,,
0.8097,0.37,,,,-1.2374,,,
0.8106,0.3702,,,,-1.2375,,,
0.8115,0.3703,,,,-1.2377,,,
0.8123,0.3705,,,,-1.2379,,,
0.818,0.3706,,,,-1.2381,,,
0.8234,0.3708,,,,-1.2383,,,
0.8244,0.3709,,,,-1.2384,,,
0.8256,0.3711,,,,-1.2386,,,
0.8264,0.3712,,,,-1.2388,,,
0.8274,0.3714,,,,-1.239,,,
0.8381,0.3715,,,,-1.2392,,,
0.8454,0.3716,,,,-1.2394,,,
0.8455,0.3718,,,,-1.2395,,,
0.8455,0.3719,,,,-1.2397,,,
0.8455,0.3721,,,,-1.2399,,,
0.8455,0.3722,,,,-1.2401,,,
0.8515,0.3724,,,,-1.2403,,,
0.8553,0.3725,,,,-1.2404,,,
0.8625,0.3727,,,,-1.2406,,,
0.8663,0.3728,,,,-1.2408,,,
0.8663,0.3729,,,,-1.241,,,
0.8664,0.3731,,,,-1.2412,,,
0.8718,0.3732,,,,-1.2413,,,
0.8724,0.3734,,,,-1.2415,,,
0.8772,0.3735,,,,-1.2417,,,
0.8842,0.3737,,,,-1.2419,,,
0.8843,0.3738,,,,-1.2421,,,
0.8843,0.374,,,,-1.2423,,,
0.8885,0.3741,,,,-1.2424,,,
0.8885,0.3743,,,,-1.2426,,,
0.8894,0.3744,,,,-1.2428,,,
0.8904,0.3745,,,,-1.243,,,
0.8914,0.3747,,,,-1.2432,,,
0.8938,0.3748,,,,-1.2433,,,
0.8952,0.375,,,,-1.2435,,,
0.8954,0.3751,,,,-1.2437,,,
0.8994,0.3753,,,,-1.2439,,,
0.9054,0.3754,,,,-1.2441,,,
0.9073,0.3756,,,,-1.2442,,,
0.9084,0.3757,,,,-1.2444,,,
0.9102,0.3758,,,,-1.2446,,,
0.9104,0.376,,,,-1.2448,,,
0.9113,0.3761,,,,-1.245,,,
0.9123,0.3763,,,,-1.2452,,,
0.9168,0.3764,,,,-1.2453,,,
0.9214,0.3766,,,,-1.2455,,,
0.922,0.3767,,,,-1.2457,,,
0.9223,0.3769,,,,-1.2459,,,
0.9249,0.377,,,,-1.2461,,,
0.9253,0.3772,,,,-1.2462,,,
0.9255,0.3773,,,,-1.2464,,,
0.9264,0.3774,,,,-1.2466,,,
0.9276,0.3776,,,,-1.2468,,,
0.9284,0.3777,,,,-1.247,,,
0.9348,0.3779,,,,-1.2471,,,
0.9354,0.378,,,,-1.2473,,,
0.9354,0.3782,,,,-1.2475,,,
0.9387,0.3783,,,,-1.2477,,,
0.9393,0.3785,,,,-1.2479,,,
0.9404,0.3786,,,,-1.2481,,,
0.9418,0.3787,,,,-1.2482,,,
0.9423,0.3789,,,,-1.2484,,,
0.9433,0.379,,,,-1.2486,,,
0.9443,0.3792,,,,-1.2488,,,
0.9477,0.3793,,,,-1.249,,,
0.9478,0.3795,,,,-1.2491,,,
0.948,0.3796,,,,-1.2493,,,
0.9497,0.3798,,,,-1.2495,,,
0.9507,0.3799,,,,-1.2497,,,
0.9513,0.38,,,,-1.2499,,,
0.9526,0.3802,,,,-1.25,,,
0.9534,0.3803,,,,-1.2502,,,
0.9544,0.3805,,,,-1.2504,,,
0.9554,0.3806,,,,-1.2506,,,
0.9563,0.3808,,,,-1.2508,,,
0.9607,0.3809,,,,-1.251,,,
0.9614,0.3811,,,,-1.2511,,,
0.9624,0.3812,,,,-1.2513,,,
0.9641,0.3814,,,,-1.2515,,,
0.9671,0.3815,,,,-1.2517,,,
0.9687,0.3816,,,,-1.2519,,,
0.9741,0.3818,,,,-1.252,,,
0.975,0.3819,,,,-1.2522,,,
0.9754,0.3821,,,,-1.2524,,,
0.9767,0.3822,,,,-1.2526,,,
0.9793,0.3824,,,,-1.2528,,,
0.9816,0.3825,,,,-1.2529,,,
0.9824,0.3827,,,,-1.2531,,,
0.985,0.3828,,,,-1.2533,,,
0.9852,0.3829,,,,-1.2535,,,
0.9856,0.3831,,,,-1.2537,,,
0.9891,0.3832,,,,-1.2539,,,
0.9893,0.3834,,,,-1.254,,,
0.9904,0.3835,,,,-1.2542,,,
0.9914,0.3837,,,,-1.2544,,,
0.9924,0.3838,,,,-1.2546,,,
0.9933,0.384,,,,-1.2548,,,
0.9955,0.3841,,,,-1.2549,,,
0.9963,0.3843,,,,-1.2551,,,
0.9969,0.3844,,,,-1.2553,,,
0.9981,0.3845,,,,-1.2555,,,
0.9993,0.3847,,,,-1.2557,,,
1.0017,0.3848,,,,-1.2558,,,
1.0047,0.385,,,,-1.256,,,
1.0048,0.3851,,,,-1.2562,,,
1.0055,0.3853,,,,-1.2564,,,
1.0064,0.3854,,,,-1.2566,,,
1.0074,0.3856,,,,-1.2567,,,
1.0105,0.3857,,,,-1.2569,,,
1.0105,0.3858,,,,-1.2571,,,
1.0114,0.386,,,,-1.2573,,,
