aligned_time,ref_q_1,cmd_tau_1,state_q_1,state_tau_est_1,ref_q_2,cmd_tau_2,state_q_2,state_tau_est_2
0.0,1.499875,0.441125,1.5114,0.54125,-2.64985,-0.293375,-2.6577,-0.275675
0.005,1.499875,0.4411,1.5114,0.541275,-2.64985,-0.2932249999999995,-2.6577,-0.2757
0.01,1.499875,0.4411,1.5114,0.54125,-2.6498749999999998,-0.293,-2.6577,-0.275675
0.015,1.499875,0.441075,1.51135,0.541275,-2.6498749999999998,-0.292775,-2.657725,-0.275675
0.02,1.499875,0.441075,1.511325,0.541225,-2.6498749999999998,-0.29259999999999997,-2.657725,-0.275725
0.025,1.499875,0.44105000000000005,1.5112999999999999,0.541225,-2.6498749999999998,-0.2923499999999999,-2.657725,-0.275725
0.03,1.499875,0.441025,1.51125,0.5412,-2.6498749999999998,-0.2920750000000001,-2.657725,-0.275725
0.035,1.499875,0.44105,1.51125,0.54115,-2.6498749999999998,-0.291925,-2.657725,-0.275725
0.04,1.499875,0.44102954545454554,1.5112,0.5412,-2.6498749999999998,-0.2917045454545451,-2.657725,-0.275725
0.045,1.499875,0.44105,1.511175,0.5412,-2.6498749999999998,-0.29145,-2.657725,-0.275725
0.05,1.499875,0.441,1.5110999999999999,0.5412,-2.6498749999999998,-0.29125,-2.657725,-0.275725
0.055,1.499875,0.441075,1.5110999999999999,0.541125,-2.6498749999999998,-0.291075,-2.657725,-0.275725
0.06,1.499875,0.441075,1.5111249999999998,0.5412,-2.6498749999999998,-0.29087499999999755,-2.657725,-0.275725
0.065,1.499875,0.441125,1.51105,0.541225,-2.6498749999999998,-0.29059999999999997,-2.65775,-0.275725
0.07,1.499875,0.441125,1.51105,0.54125,-2.6498749999999998,-0.29045,-2.65775,-0.275725
0.075,1.4999,0.4410750000000002,1.5109750000000002,0.54125,-2.6498749999999998,-0.2901999999999998,-2.65775,-0.275725
0.08,1.4999,0.44105,1.510975,0.541225,-2.6498749999999998,-0.28997499999999987,-2.65775,-0.275725
0.085,1.4999,0.441075,1.51095,0.541225,-2.6498749999999998,-0.289775,-2.65775,-0.275725
0.09,1.4999,0.441075,1.5109,0.541225,-2.6498749999999998,-0.2896,-2.65775,-0.275725
0.095,1.4999,0.441075,1.5108999999999997,0.541225,-2.6498999999999997,-0.2893,-2.65775,-0.275725
0.1,1.4999,0.441075,1.51085,0.541225,-2.6498999999999997,-0.2891499999999996,-2.65775,-0.275725
0.105,1.4999,0.441075,1.510825,0.541225,-2.6498999999999997,-0.288975,-2.65775,-0.275725
0.11,1.4999,0.441025,1.510825,0.5412,-2.6498999999999997,-0.28875,-2.657775,-0.27575
0.115,1.4999,0.44105,1.510775,0.541175,-2.6498999999999997,-0.2885999999999988,-2.657775,-0.27575
0.12,1.4999,0.441075,1.51075,0.5412,-2.6498999999999997,-0.28834999999999983,-2.657775,-0.275775
0.125,1.4999,0.44105,1.5107249999999999,0.5412,-2.6498999999999997,-0.2881,-2.657775,-0.275775
0.13,1.4999,0.44105,1.5107,0.5412,-2.6498999999999997,-0.28795,-2.657775,-0.275775
0.135,1.4999,0.44105,1.510675,0.541175,-2.6498999999999997,-0.287725,-2.657775,-0.2758
0.14,1.4999,0.44105,1.51065,0.541175,-2.6498999999999997,-0.2874,-2.657775,-0.2758
0.145,1.4999,0.44105,1.5106,0.541175,-2.6498999999999997,-0.28725,-2.657775,-0.2758
0.15,1.4999,0.44105,1.510575,0.541175,-2.6498999999999997,-0.2871249999999999,-2.657775,-0.2758
0.155,1.4999,0.44105,1.51055,0.541175,-2.6498999999999997,-0.28689999999999816,-2.657775,-0.2758
0.16,1.4999,0.4410249999999999,1.510525,0.541175,-2.6498999999999997,-0.2865999999999998,-2.657775,-0.2758
0.165,1.499925,0.441,1.510525,0.54115,-2.6498999999999997,-0.2864,-2.6578,-0.2758
0.17,1.499925,0.441,1.510475,0.541125,-2.6498999999999997,-0.286225,-2.6578,-0.2758
0.17500000000000002,1.499925,0.44095,1.51045,0.541125,-2.649925,-0.286,-2.6578,-0.2758
0.18,1.499925,0.44095,1.51045,0.5411,-2.649925,-0.2858045454545456,-2.6578,-0.2758
0.185,1.499925,0.441,1.5104,0.5411,-2.649925,-0.28557499999999936,-2.6578,-0.2758
0.19,1.499925,0.440975,1.510375,0.541125,-2.649925,-0.2853083333333335,-2.6578,-0.2758
0.195,1.499925,0.440975,1.51035,0.5411,-2.649925,-0.28515,-2.6578,-0.275825
0.2,1.499925,0.441,1.5103,0.5411,-2.649925,-0.284975,-2.6578,-0.2758
0.20500000000000002,1.499925,0.441,1.5103,0.5411,-2.649925,-0.2847999999999996,-2.6578,-0.275825
0.21,1.499925,0.44095,1.51025,0.541125,-2.649925,-0.2845499999999984,-2.657825,-0.275825
0.215,1.499925,0.440975,1.51025,0.5411,-2.649925,-0.284325,-2.657825,-0.275825
0.22,1.499925,0.44095,1.5102250000000002,0.5411,-2.649925,-0.2841,-2.657825,-0.275825
0.225,1.499925,0.44095,1.5102,0.5411,-2.649925,-0.2839,-2.657825,-0.27585
0.23,1.499925,0.44092500000000157,1.510175,0.5411,-2.649925,-0.2837499999999984,-2.657825,-0.27585
0.23500000000000001,1.499925,0.44095,1.5101499999999999,0.5411,-2.649925,-0.28345,-2.657825,-0.27585
0.24,1.499925,0.4409392857142857,1.5101,0.541125,-2.649925,-0.28324642857142857,-2.657825,-0.27585
0.245,1.499925,0.44095,1.510075,0.541075,-2.649925,-0.28302499999999997,-2.657825,-0.27585
0.25,1.4999500000000001,0.440975,1.510075,0.541075,-2.649925,-0.282875,-2.657825,-0.27585
0.255,1.4999500000000001,0.4409,1.510025,0.5411,-2.649925,-0.28259999999999996,-2.657825,-0.275875
0.26,1.4999500000000001,0.44087500000000013,1.51,0.54105,-2.64995,-0.2823999999999998,-2.65785,-0.275875
0.265,1.4999500000000001,0.440925,1.510025,0.54105,-2.64995,-0.28219999999999945,-2.65785,-0.275875
0.27,1.4999500000000001,0.4409,1.50995,0.541075,-2.64995,-0.28195,-2.65785,-0.275875
0.275,1.4999500000000001,0.440925,1.50995,0.541025,-2.64995,-0.281775,-2.65785,-0.275875
0.28,1.4999500000000001,0.44095,1.5099249999999993,0.54105,-2.64995,-0.28157499999999974,-2.65785,-0.275875
0.28500000000000003,1.4999500000000001,0.44095,1.509875,0.541075,-2.64995,-0.281375,-2.65785,-0.275875
0.29,1.4999500000000001,0.440975,1.509875,0.5411,-2.64995,-0.281225,-2.65785,-0.275875
0.295,1.4999500000000001,0.4409,1.509825,0.5411,-2.64995,-0.280925,-2.65785,-0.275875
0.3,1.4999500000000001,0.4409,1.5098,0.54105,-2.64995,-0.280775,-2.65785,-0.275875
0.305,1.4999500000000001,0.440825,1.5097749999999999,0.54105,-2.64995,-0.280425,-2.65785,-0.275875
0.31,1.4999500000000001,0.44082499999999986,1.5097749999999999,0.540975,-2.64995,-0.28017499999999984,-2.6578749999999998,-0.275875
0.315,1.4999500000000001,0.440825,1.50975,0.540925,-2.64995,-0.27999999999999997,-2.6578749999999998,-0.275875
0.32,1.4999500000000001,0.440825,1.509725,0.54095,-2.64995,-0.279825,-2.6578749999999998,-0.275875
0.325,1.4999500000000001,0.440875,1.5097,0.541,-2.64995,-0.27962499999999935,-2.6578749999999998,-0.275875
0.33,1.4999500000000001,0.440925,1.509675,0.541025,-2.64995,-0.2793999999999998,-2.6578749999999998,-0.275875
0.335,1.499975,0.440925,1.50965,0.54105,-2.64995,-0.279175,-2.6578749999999998,-0.2759
0.34,1.499975,0.44089999999999996,1.5096,0.541075,-2.649975,-0.27895,-2.6578749999999998,-0.275925
0.34500000000000003,1.499975,0.440875,1.509575,0.541,-2.649975,-0.2788,-2.6578749999999998,-0.275925
0.35000000000000003,1.499975,0.440925,1.509575,0.541,-2.649975,-0.2785250000000001,-2.6578749999999998,-0.275925
0.355,1.499975,0.440925,1.509525,0.541075,-2.649975,-0.27835,-2.6578749999999998,-0.275925
0.36,1.499975,0.4409249999999999,1.5095,0.54105,-2.649975,-0.2781499999999998,-2.6578999999999997,-0.275925
0.365,1.499975,0.440875,1.5095,0.541025,-2.649975,-0.2779499999999987,-2.6578999999999997,-0.275925
0.37,1.499975,0.44095,1.509475,0.541,-2.649975,-0.27774999999999983,-2.6578999999999997,-0.275925
0.375,1.499975,0.44095,1.50945,0.5410684210526315,-2.649975,-0.27756666666666663,-2.6578999999999997,-0.275925
0.38,1.499975,0.440925,1.50945,0.541075,-2.649975,-0.2773,-2.6578999999999997,-0.27595000000000003
0.385,1.499975,0.44089999999999985,1.509375,0.541025,-2.649975,-0.2771499999999997,-2.6578999999999997,-0.27595000000000003
0.39,1.499975,0.4409,1.509375,0.541025,-2.649975,-0.27689375,-2.6578999999999997,-0.27595000000000003
0.395,1.499975,0.440875,1.509375,0.54105,-2.649975,-0.276625,-2.6578999999999997,-0.27595000000000003
0.4,1.499975,0.44085,1.5093,0.541,-2.649975,-0.2764,-2.6578999999999997,-0.27595000000000003
0.405,1.499975,0.44084999999999996,1.5093,0.541,-2.649975,-0.27625,-2.6578999999999997,-0.27595000000000003
0.41000000000000003,1.499975,0.44079999999999997,1.5093,0.540975,-2.649975,-0.276,-2.6579249999999996,-0.27595000000000003
0.41500000000000004,1.499975,0.440825,1.509225,0.540925,-2.649975,-0.27584999999999965,-2.6579249999999996,-0.27595000000000003
0.42,1.499975,0.440825,1.5092474999999999,0.5409225,-2.649975,-0.2756,-2.6579249999999996,-0.27595000000000003
0.425,1.5,0.44079999999999997,1.50925,0.54095,-2.65,-0.275425,-2.6579249999999996,-0.27595000000000003
0.43,1.5,0.440825,1.509175,0.540975,-2.65,-0.275175,-2.6579249999999996,-0.27595000000000003
0.435,1.5,0.440825,1.509175,0.54095,-2.65,-0.2749999999999982,-2.6579249999999996,-0.27595000000000003
0.44,1.5,0.440875,1.509125,0.54095,-2.65,-0.27475,-2.6579249999999996,-0.27595000000000003
0.445,1.5,0.440825,1.5091249999999998,0.540975,-2.65,-0.274575,-2.6579249999999996,-0.27595000000000003
0.45,1.5,0.440825,1.5091,0.54095,-2.65,-0.2744,-2.6579249999999996,-0.27597499999999997
0.455,1.5,0.44084999999999996,1.509075,0.54095,-2.65,-0.27417499999999956,-2.6579249999999996,-0.276
0.46,1.5,0.44084999999999996,1.50905,0.540975,-2.65,-0.2739,-2.65795,-0.276
0.465,1.5,0.440825,1.509025,0.540975,-2.65,-0.27375,-2.65795,-0.276
0.47000000000000003,1.4994285714285716,0.439525,1.5090142857142856,0.540975,-2.649632142857143,-0.2727,-2.65795,-0.276
0.47500000000000003,1.49875,0.43322499999999997,1.509,0.539675,-2.649175,-0.26832499999999926,-2.65795,-0.275175
0.48,1.4981875000000002,0.4234,1.508975,0.5409,-2.6488125,-0.261675,-2.65795,-0.276
0.485,1.4975,0.423425,1.50895,0.540775,-2.6483499999999998,-0.2615249999999999,-2.65795,-0.27595000000000003
0.49,1.4968863636363636,0.418375,1.508925,0.5407625,-2.647956818181818,-0.257925,-2.65795,-0.275925
0.495,1.496263888888889,0.409575,1.5089000000000001,0.540775,-2.6475333333333335,-0.251925,-2.65795,-0.275925
0.5,1.495475,0.40197499999999997,1.508875,0.540775,-2.647015,-0.246725,-2.65795,-0.27595000000000003
0.505,1.4929083333333337,0.3918749999998856,1.50885,0.5408000000000001,-2.6453241666666667,-0.23989999999992376,-2.65795,-0.27595000000000003
0.51,1.4904062499999982,0.3562,1.5088,0.52085,-2.643693749999999,-0.2155,-2.65795,-0.276025
